SaleID,price,true
50951,4233,4500
89658,21437,21900
78947,4203,4100
117615,1970,1950
84861,3923,3800
124366,11723,11650
133922,8317,8390
45687,3039,3000
51635,1542,1590
87175,4623,4500
64203,5119,4990
81161,2973,2850
69974,2466,2400
95889,13463,13700
112097,21012,22299
42249,1743,1750
79637,3520,3600
29993,4848,4500
136490,1118,1100
69793,4612,4516
22310,1010,1000
47139,1677,2400
8707,1834,1890
70132,3661,4750
80421,7034,5400
31650,16260,16600
85801,956,990
40074,19954,24499
146195,1489,1500
55310,12596,12900
7297,6062,6499
101569,11366,11400
5231,12941,12690
9053,621,650
69169,6893,6300
130143,12538,12499
22633,1812,1800
83260,2590,1750
62202,7230,7500
45757,315,300
90770,489,500
134342,3647,3650
37683,4054,4900
126714,994,1000
24834,2888,3350
81921,4882,4660
139950,2146,2250
146929,3525,3500
120202,8313,7800
30445,336,333
12946,2454,2550
89799,1869,2000
113988,486,499
65821,456,500
60358,667,650
68567,2500,2500
32311,2664,2690
57004,5444,6999
121959,1407,1390
42269,3260,3200
11619,1184,1200
3268,1817,1750
123348,3712,4800
15613,6339,5900
138408,1680,1690
70676,2695,2950
132682,8963,8600
60743,4322,4400
74183,6434,5699
115818,10698,10500
93708,670,700
82055,53664,53900
127177,3234,3200
11385,46281,47000
69543,15347,15900
10213,2060,2150
61028,4807,4800
66931,1249,1600
76722,4280,4450
146979,478,950
146041,11208,10799
140257,7175,6250
111705,4694,4900
76934,7017,9800
83949,2512,2600
121159,1840,1500
39701,496,500
79540,803,800
141702,12980,13499
21581,2778,1999
100150,9909,11750
114884,5037,5000
135988,8875,9300
19675,5108,4900
95117,1126,1100
27937,370,198
31789,4949,4999
95338,1509,1299
19767,2463,2450
111905,2547,2500
93256,5195,7990
54778,6694,6350
146766,944,1450
78307,3478,3500
57338,2850,1999
137423,5662,5500
84394,575,555
115038,3042,3499
80758,7598,8100
3277,312,299
11777,422,400
101348,961,1000
14421,198,200
59133,2178,2199
10738,12630,11800
131980,7220,7000
21745,2138,2200
33376,5732,5550
70873,764,798
121109,635,950
124526,2754,2000
131754,338,333
40712,12107,12500
143778,1175,1200
112722,1461,1600
59950,2401,2299
123097,10301,9350
18930,1593,1550
41897,331,400
22829,873,1200
133599,9469,9450
77881,7500,7550
137198,11131,10900
29164,593,600
14098,40367,39400
59500,2010,2150
51662,13252,12000
37923,17831,17500
129993,3088,4550
24490,301,300
54872,2343,2000
19645,934,950
53459,6343,3750
50485,1622,3300
84406,1977,1950
26000,89,90
126040,6040,6500
127670,1400,1390
26315,490,499
29937,4475,6390
128258,10640,10990
22896,6198,5500
102374,7405,5700
46562,1008,1000
18999,3310,3450
57709,3909,8000
118697,71,70
75166,6316,6550
53776,1862,1750
143931,6929,6400
61613,7001,5800
47087,3911,4099
65715,202,200
47587,8788,8300
14233,9792,9800
49537,1167,850
72724,2054,5900
48652,5006,3999
61879,8347,6500
43319,10981,12200
140380,12193,11700
134692,1463,2200
40528,1907,4200
14221,7964,7999
146331,2398,2200
41377,5330,5650
113233,3271,6500
83196,12779,12900
110522,1305,1300
129151,4373,3700
114111,1982,2000
90549,783,1100
126341,12460,12499
104833,655,850
145428,1164,1200
103344,581,500
98023,596,600
120164,2013,2250
94080,3001,3888
64169,10681,7500
132511,12877,12000
97488,1774,1850
75469,10558,9450
32965,1549,1600
68443,2146,2500
122946,7372,8800
56124,11494,11400
109299,505,500
16666,4909,3400
71689,15291,15500
91659,3051,2400
16233,351,350
112138,9592,11500
67597,5811,5899
149831,1493,1499
129749,1873,1900
23099,9578,9300
124020,998,999
10530,1227,1200
54136,2274,4000
96582,3101,3650
147825,10804,10900
15697,1579,1500
145592,7823,7900
66364,414,450
107709,2982,2000
53530,4545,4400
24783,2706,2800
23211,18711,16800
105997,832,850
49983,13211,12999
106692,604,600
141882,1350,2500
93971,387,399
82572,2709,2999
51084,8278,8300
147201,2046,2000
20545,12568,12225
76033,5971,4290
139440,5048,5150
142624,413,300
5078,904,1150
60109,2684,3100
132158,13190,10980
100211,1452,1500
21825,5490,3900
70528,3441,2600
81442,2557,2600
55820,815,800
14449,7455,8800
74597,785,750
93059,48668,45900
142959,2908,2800
121731,3492,3500
79546,2979,3100
146763,278,100
120082,5405,5800
6687,1080,1899
35107,9959,10599
10320,310,300
16705,2488,2500
33141,6461,6000
71264,352,350
81899,19284,19500
98784,290,300
11421,285,200
131038,419,100
9899,3654,3850
75832,14320,15000
19182,5857,5999
75714,24974,25000
12026,1746,1600
144728,11672,12000
48710,3328,3250
81221,2566,2199
50853,1951,1750
79979,10810,11999
102331,3867,3800
98549,2643,2500
137431,1409,1400
89509,23689,23790
124097,24844,26250
20450,1006,1000
40632,1720,1800
78753,10559,8999
144600,1352,1390
149543,5534,5700
5614,8917,9200
107128,873,700
71136,15355,15100
108566,8293,8500
63721,4174,3900
90973,1942,2000
8678,1497,950
66698,2141,2000
32606,8809,9400
7526,2207,2200
92046,2727,2600
142490,1143,1200
25767,967,800
57182,981,999
138174,3703,4300
6054,2227,2300
32924,2972,2999
30378,4652,4500
90143,1548,1590
113072,7987,7850
963,869,1490
27730,7365,6999
71818,17813,17990
144402,2963,2900
119024,11950,11300
2316,1186,1190
108226,1463,1500
91670,15649,14800
85999,10143,9450
133338,3348,3290
24202,23646,29500
130068,5891,6900
77700,8093,7700
90998,7814,8250
43833,2291,2399
17622,7231,8500
113553,5097,4999
49129,2129,2000
123820,1865,1950
64566,39585,40500
122073,1215,1200
36667,1049,550
74275,2056,2000
118470,2856,2900
12360,1771,1850
118443,3338,3300
119088,4546,4500
22827,5176,4999
128247,1581,1600
146098,2452,2399
42046,1882,1999
1526,7751,12800
94183,6752,6500
68806,2929,3299
38056,11965,9500
90397,1988,1999
147497,715,700
66683,99,100
113130,3476,3300
40717,2646,2700
61255,1413,990
115496,1040,1100
4777,1341,1300
71950,5241,5888
19523,30461,31000
76511,15311,15888
111946,17529,17999
57392,34389,41499
143880,3884,4100
