SaleID,price,true
0,1878.4473,1850
1,2880.2983,3600
2,6300.9136,6222
3,2584.008,2400
4,5047.7095,5200
5,7827.458,8000
6,2784.2014,3500
7,933.58997,1000
8,4196.951,2850
9,541.3346,650
10,3130.6235,3100
11,5498.458,5450
12,1550.3258,1600
13,4379.4585,3100
15,2539.7576,3200
16,10441.968,10500
17,3903.5635,3700
18,746.2877,790
19,1667.7241,1450
20,891.36414,990
22,311.44937,350
23,719.305,599
24,8435.407,9250
25,2891.952,3650
26,3016.4949,2800
27,2679.3955,2399
28,4456.285,4900
29,2839.652,2999
30,3308.6194,3350
31,12301.03,12900
32,944.8483,850
33,12988.978,14000
34,17027.982,17300
35,5746.0376,5450
36,4784.3403,4800
37,5388.0527,5150
38,8545.972,8999
39,6863.6074,7777
40,2304.9873,2450
41,3815.9343,4450
43,3885.979,3800
44,1124.1439,1550
46,9071.056,10500
47,4024.6118,6000
48,7040.3706,8200
49,8260.761,8500
50,9617.292,12000
51,392.09955,350
52,7286.085,11599
53,494.4738,450
54,880.9291,1000
55,2393.7153,2499
56,9129.617,8990
57,3979.2908,3800
58,2779.0798,3100
59,2528.6685,2850
60,8622.409,9200
61,2886.0332,2499
62,177.28331,142
63,1374.5465,2200
64,1004.833,800
65,2930.9731,3200
66,1127.9419,1200
67,5805.303,6100
68,196.54274,200
69,2070.6047,2200
70,484.18292,500
71,1031.43,920
72,879.526,899
73,3412.8967,4000
74,14086.382,17950
75,6867.0713,7299
76,11258.549,11500
77,17664.762,19780
78,1204.1323,1200
79,3890.5264,3900
80,1689.4656,1800
81,575.04565,650
82,6142.901,6500
83,7097.6816,6390
84,724.7031,800
85,4262.368,2900
86,698.8965,749
87,20756.668,20000
88,3606.0076,4300
89,6661.6123,7800
90,4340.026,5500
91,2671.8564,2550
92,12731.315,14300
93,3091.2065,4100
94,6783.91,6750
95,2177.742,1999
96,7525.875,7999
97,2423.987,2450
99,3009.401,3200
100,2387.8794,2000
101,2425.8726,3000
102,1100.6642,1399
103,2008.4332,1599
104,14991.651,15800
105,16714.943,17900
106,2722.2483,3000
107,5018.558,5450
108,1044.663,1500
109,1541.7318,1550
110,15629.502,16000
111,3176.071,2900
112,561.6012,600
113,758.51526,850
114,608.36066,650
115,3094.1921,2999
116,10301.972,11900
117,16019.2705,16990
118,274.80597,275
119,2082.2153,3999
120,1047.752,1150
121,7893.893,7500
122,886.5874,1450
123,499.30484,500
124,3499.4287,3400
126,4742.348,4900
127,10746.975,10750
128,469.69803,499
129,2152.4277,2199
130,4410.33,5500
131,639.14624,675
132,2745.0024,2000
133,5828.0454,6950
134,2290.5085,2500
135,18617.146,19950
136,552.6663,550
137,2253.4346,2500
138,16760.758,18900
139,289.21732,300
140,7896.4985,7490
141,1125.6998,1192
142,1988.8978,1850
144,11052.116,11590
145,4005.057,5850
146,642.8175,700
147,982.3757,650
148,805.1969,800
149,4146.639,5399
150,1157.5516,1250
151,2561.0676,2980
152,18155.773,18000
153,2204.6072,3590
155,6896.438,5200
156,32346.242,34900
157,3326.834,3500
158,1984.3248,2500
159,4457.063,4990
160,2440.7314,2550
161,3091.5366,3200
162,6608.7046,7000
163,62062.625,66666
164,1048.0305,1350
165,8919.944,9500
166,15363.491,16000
167,2597.5107,2550
168,1369.2712,1650
170,2947.9175,3800
171,15973.913,15000
172,5549.2393,5899
173,20975.33,23000
174,645.399,500
175,1219.211,1999
176,2578.6687,2990
177,2868.3455,2900
178,8391.376,9000
179,728.9514,800
180,8230.709,10999
181,4386.671,4500
182,5858.8677,6450
183,5122.527,4800
184,6453.8916,8999
185,555.35144,650
186,1388.8702,1990
187,21914.957,24490
189,925.5598,900
190,2303.2275,2400
191,12714.194,14500
192,1076.0189,1100
194,1732.9645,1690
195,7031.0894,6900
196,2274.0217,2390
197,177.661,100
198,11014.654,12900
200,12643.14,13250
201,1862.0952,2000
203,1921.7194,2000
204,1349.1135,1400
205,7803.805,9000
206,19087.713,19500
207,659.82574,650
208,4928.236,4990
209,9034.989,9900
210,12459.522,13900
211,1335.6895,1900
212,664.8048,700
213,16432.764,19900
214,2131.4802,2150
215,5181.7695,5250
216,1217.4348,1250
217,2287.475,2300
219,11130.778,11000
220,2675.144,4650
221,20077.635,21400
222,2238.029,2650
223,1245.3191,1299
225,5111.1694,4900
228,3436.0876,3490
229,3309.3613,3150
230,18040.041,17900
231,767.573,650
232,522.7562,500
233,12602.736,12850
234,4453.6714,4590
235,13802.384,15400
236,5555.8755,5550
237,8913.191,8750
238,1396.9785,1800
239,2927.2104,2900
240,854.38617,890
241,2985.7146,2749
242,5697.367,6300
243,11813.049,13450
244,8746.905,9700
245,4019.5935,4200
246,1346.8595,1250
248,4717.5605,3089
249,6855.7427,7007
250,1486.7772,1300
251,8717.755,8500
252,1184.8828,1250
253,1764.3104,2000
254,3329.844,3400
255,2339.5852,2600
256,13895.29,15500
257,1107.4636,1150
258,1009.169,950
259,8589.249,8500
261,2549.1353,2650
262,484.72528,500
263,6516.938,6900
264,256.43958,220
265,3082.4487,2999
266,824.76013,850
267,4914.9546,4850
268,592.119,500
269,933.3445,1350
270,3294.4246,4500
271,2579.1892,2450
273,282.56122,300
274,450.0273,500
275,4326.1875,4000
276,2639.864,3750
277,27165.729,29900
278,2423.127,2500
279,2289.5122,2950
280,6067.9004,6199
281,564.5672,600
282,862.2975,899
283,1835.2505,1550
285,4291.616,4400
286,4810.2954,3500
287,2872.0117,3200
288,7631.7734,8100
289,790.064,650
290,515.59644,400
291,2164.6704,2990
292,1348.5902,1850
293,3361.5881,4200
294,2483.1826,2700
295,7105.5117,8499
296,6543.478,5990
297,198.92897,200
298,11285.275,11890
300,13906.467,14500
301,12978.377,14200
302,8246.968,8300
303,2208.2312,2300
304,5003.492,5399
305,6031.081,6500
306,3365.2202,3666
307,1009.6773,1100
308,15360.254,20900
309,5631.6504,5750
310,532.46564,500
311,2605.315,2799
312,742.84424,750
313,11259.236,11700
314,1798.0288,1950
315,19008.941,22000
316,26043.043,28000
317,1370.6925,1800
318,4018.6426,4150
319,9914.71,11000
320,771.7258,800
322,3327.8845,3500
324,4156.1157,4800
325,10094.565,11975
326,2573.5137,2750
327,2320.525,1800
328,5446.884,6150
329,1442.4532,1400
330,4466.1235,5899
331,286.39957,300
332,26377.725,29799
333,8556.787,9500
334,1077.0131,1149
335,25962.57,29900
336,1103.1543,1350
337,917.95215,900
