SaleID,price,true
147105,499,800
83184,4359,4790
85947,2393,3100
24928,538,599
112590,5487,5950
144611,2325,2250
22304,3571,5000
129059,332,550
43163,5982,6600
110496,2072,2150
31753,1826,1500
94632,7527,7999
41908,778,999
34187,332,350
25141,4476,6290
123454,1706,1700
55508,24512,26999
116003,5344,5500
115431,871,900
45183,2431,2890
35956,4677,3500
143722,5960,4850
12856,3985,4300
136639,1572,1650
42874,1573,1599
143665,14551,14899
100804,13082,14350
22773,16109,22500
42213,7522,7550
103411,2856,3990
43353,1299,2500
30555,2667,2750
6683,1718,1900
36227,1173,1200
121968,13361,13900
93341,4875,3800
107671,3838,4200
61865,17058,17998
128981,750,250
50866,3142,3100
123863,23858,26800
146971,22600,23400
40652,5531,5999
73753,8149,8500
81137,2310,2390
55653,4068,4500
140794,571,1200
32659,2164,2300
132731,448,500
124777,8159,8900
139423,18923,19000
72273,1645,1690
1679,844,650
74329,12128,13500
32831,21420,23000
20938,199,200
16419,3080,3550
3210,330,350
141887,4695,4199
26513,1678,1600
58796,362,390
144684,1235,700
39301,488,500
70447,9335,10000
149173,1785,1800
88414,44403,49900
7039,2348,2500
69012,1241,1300
33257,2595,2600
21080,417,1250
139116,3097,2800
118998,250,260
47337,6918,7900
36960,584,650
72370,14077,18500
61850,633,690
130663,2071,1890
141770,7792,7999
109676,6604,6900
61649,6345,6800
83282,2456,2550
30092,968,999
62992,1947,1999
110736,1371,2200
105424,12366,14200
71422,1342,1200
50352,5171,5500
6834,3629,3999
19830,885,600
133923,7100,7999
149803,3166,2990
20225,4232,7500
98927,1338,1400
115957,7328,7450
25206,15543,16000
75383,6914,7800
98850,5222,5900
98547,5329,5400
54561,7229,8000
79726,2139,2350
74278,976,1100
67528,8380,9400
114659,1198,800
30109,5688,5100
116384,2025,2000
57701,614,650
127083,492,490
117253,3413,3980
19341,1189,1300
266,788,850
1245,1009,1200
54382,8544,7200
56486,63281,73990
9991,557,750
28203,870,890
71927,666,799
98518,1117,1200
105330,1776,1900
117543,4836,5500
60658,135,150
91190,466,500
45769,3291,3450
104633,19140,16900
6260,4495,4430
145691,1185,1200
23460,4676,5100
1202,183,200
20731,1553,1600
122549,1295,990
145267,5873,5900
64843,308,350
131614,458,480
120317,1197,1300
31733,2737,3300
8886,964,999
125086,6506,6950
89409,1895,2000
109946,3628,3899
120940,467,499
59936,3046,2950
135521,336,250
125041,5145,6999
125730,1750,2500
21600,3015,3250
8667,265,280
102333,772,850
26837,3991,3999
56388,2522,4750
125345,10655,12000
144057,89,100
68578,1600,1749
6349,9247,9999
12734,17894,19999
115211,11718,12990
115686,3371,4000
123070,1919,1900
39623,4065,5300
68835,352,350
92549,6475,7000
128758,1779,2100
19059,2391,2690
3550,243,250
139940,2985,4450
73512,3384,3750
47733,724,750
66707,4565,4990
86336,780,1000
149852,7881,7999
39530,8802,9500
46563,15104,15600
120827,7397,7900
122546,6670,7000
87579,218,250
143406,4316,5799
145008,1919,1950
123698,3751,3000
7492,19746,22500
7413,229,240
42990,787,800
121086,3145,3250
31317,7292,6199
140125,460,499
17514,781,850
110481,18678,20499
32477,11159,11500
84670,2466,2600
109133,239,300
45774,1030,750
86986,3332,3480
112359,917,1500
149246,3328,3700
21841,7837,8500
46556,2820,4200
68288,30466,34000
127007,2676,2799
32218,1145,1200
76777,1673,1700
27342,8963,9950
144361,819,1400
27317,2028,2200
138706,11042,8000
78101,12777,13800
2913,763,790
58167,343,333
67791,1190,1250
146658,3585,4190
106320,4447,4700
57475,881,550
120896,2002,2200
18276,1239,1250
99728,1116,1199
117067,2363,2599
8624,1204,1599
100686,1527,1700
33362,14861,16500
91987,2036,2150
72678,46,45
73925,1963,2150
47575,7145,8750
137668,11117,9990
80501,14156,15400
136168,10193,10999
146273,2641,2800
126635,1137,1250
4169,12124,15500
115552,378,390
130791,508,500
2189,1934,2400
39877,1554,1500
77432,3253,4299
85754,21223,23333
22101,1938,2900
86422,1890,2000
41597,1194,1299
7341,1830,3500
148995,2546,3000
93840,2029,2800
103898,1359,1450
24028,3202,2550
115732,20520,21300
108316,4401,4299
121075,13080,13998
52338,2360,5000
128254,2640,2701
120761,620,650
110524,13317,14950
90765,16476,19500
70735,981,999
28948,1190,500
80223,343,350
114197,2668,2690
11452,1163,1699
108028,1183,1200
93985,10071,11400
98174,7094,7500
124130,445,900
19611,4094,5100
35176,8926,8990
110985,603,700
17136,793,850
149183,2089,2400
84403,4942,4950
28696,728,750
131328,258,300
68609,7088,7899
147356,2398,2650
30451,22526,23900
105388,56854,69993
50143,1860,1999
66857,2317,2500
77098,1007,1500
76817,1321,1390
67886,583,550
95023,17603,19999
11114,1379,1500
21682,6515,7500
51602,13772,14750
89488,947,990
103237,35267,37480
58903,3714,4000
134573,6543,6250
72586,7366,7890
139788,7140,7699
21197,2670,2650
18294,7903,8499
73027,1286,1500
60654,16852,18900
100685,10936,10499
7749,2877,2900
105608,5272,5900
116030,2619,2790
132130,14341,16950
129226,3174,3500
74952,2245,2300
4050,2910,3333
61889,2297,2900
21904,5210,5190
128879,4295,3499
6755,2040,2300
86107,560,599
148619,2932,2890
56647,677,699
40476,6567,8500
102661,1622,2490
68498,1881,1950
74903,968,990
7157,17219,19800
135023,10508,11300
63247,179,199
123913,4709,3490
60833,8440,9480
119502,255,250
71988,1545,1200
113388,13929,14500
36976,2166,3250
48756,799,800
2741,2803,2900
32407,954,1050
3133,2672,3000
13411,4907,5390
77419,936,950
45370,2034,2199
104874,19140,22259
138515,619,500
148,786,800
39069,92,99
56035,2511,2790
94515,1413,1490
99081,3874,3999
109003,12044,11250
21814,3381,3600
11620,2938,3500
43340,6179,8000
38706,1876,1950
83389,2614,2700
9795,28116,31900
52917,2125,2300
50693,550,599
5111,4305,4950
54910,2137,2499
131056,3711,3999
11235,4402,5000
10604,246,265
23355,16113,16950
86394,2859,2660
87081,6882,7199
16983,7987,8799
83035,621,500
13791,423,400
67061,2745,3003
96281,4964,3900
43425,675,700
7486,5532,6499
8390,646,600
63107,38561,39790
136580,10382,8099
76616,2438,3500
105087,763,800
109781,13128,14500
48043,492,500
9218,4597,4500
62553,9716,7100
79227,9154,11000
149591,1484,1550
14823,781,800
12595,1915,2000
143581,8430,9200
131347,26172,31999
34393,1401,1500
48251,22795,26500
73959,1464,1499
45986,894,1000
75361,605,650
78832,4244,2900
64098,170,150
17818,1327,1400
112087,3997,5800
39172,484,500
61285,917,1000
79674,1348,1499
134585,205,225
28006,1131,1100
143474,14363,8999
130063,12600,12990
109464,1949,1990
120937,915,900
145789,1475,2199
124016,1684,1800
133944,3081,2500
14437,1083,1199
81942,3568,4400
76183,465,750
123072,7755,7800
651,17906,18000
56915,753,780
76409,809,1450
145719,8587,10500
78340,897,950
87256,1410,1500
49325,566,600
