SaleID,price
150000,33095
150001,327
150002,5910
150003,11109
150004,608
150005,1671
150006,4604
150007,9454
150008,2354
150009,2205
150010,2262
150011,6570
150012,2496
150013,12164
150014,12051
150015,346
150016,637
150017,6291
150018,9805
150019,1353
150020,4617
150021,13048
150022,1401
150023,14993
150024,1607
150025,6111
150026,1180
150027,3820
150028,22286
150029,16255
150030,1452
150031,254
150032,3880
150033,2799
150034,3191
150035,7354
150036,982
150037,3769
150038,25820
150039,1439
150040,13437
150041,4752
150042,14476
150043,25858
150044,6991
150045,1924
150046,2845
150047,45311
150048,1247
150049,35659
150050,5243
150051,10125
150052,953
150053,467
150054,14857
150055,4096
150056,907
150057,2404
150058,1010
150059,2242
150060,9103
150061,3088
150062,1166
150063,11316
150064,20232
150065,9350
150066,12919
150067,3579
150068,1123
150069,2684
150070,1765
150071,596
150072,970
150073,21869
150074,262
150075,1094
150076,1596
150077,6775
150078,2533
150079,3971
150080,2640
150081,8798
150082,15368
150083,471
150084,3895
150085,3498
150086,37303
150087,328
150088,2835
150089,3107
150090,1139
150091,6818
150092,5988
150093,817
150094,10864
150095,145
150096,14032
150097,8696
150098,459
150099,400
150100,535
150101,4283
150102,1462
150103,2667
150104,4104
150105,924
150106,2165
150107,605
150108,7591
150109,2040
150110,2885
150111,11300
150112,9993
150113,1446
150114,1160
150115,2230
150116,6630
150117,2749
150118,20983
150119,10104
150120,14614
150121,1452
150122,7784
150123,52
150124,13682
150125,4200
150126,2166
150127,15020
150128,34302
150129,3004
150130,3152
150131,914
150132,4082
150133,5997
150134,15008
150135,1276
150136,1478
150137,2942
150138,7092
150139,1041
150140,1303
150141,2106
150142,9000
150143,5716
150144,815
150145,1915
150146,7038
150147,1186
150148,2397
150149,760
150150,3403
150151,7517
150152,493
150153,897
150154,18672
150155,2572
150156,340
150157,5134
150158,1306
150159,9004
150160,44600
150161,940
150162,812
150163,778
150164,4757
150165,3723
150166,6593
150167,2561
150168,4798
150169,2199
150170,2996
150171,4173
150172,1869
150173,6385
150174,2664
150175,615
150176,22077
150177,212
150178,2190
150179,3327
150180,824
150181,1367
150182,6203
150183,979
150184,664
150185,8527
150186,2641
150187,14874
150188,2789
150189,5097
150190,5357
150191,99
150192,1410
150193,3956
150194,15339
150195,732
150196,17760
150197,3391
150198,3706
150199,2488
150200,2283
150201,10125
150202,2058
150203,431
150204,3331
150205,1078
150206,12547
150207,1429
150208,1283
150209,2062
150210,6170
150211,9618
150212,9874
150213,1042
150214,3821
150215,126
150216,24669
150217,2707
150218,10605
150219,10761
150220,2344
150221,9096
150222,871
150223,4707
150224,628
150225,771
150226,4741
150227,690
150228,646
150229,824
150230,5422
150231,716
150232,8753
150233,1724
150234,938
150235,2908
150236,731
150237,1124
150238,456
150239,1406
150240,7796
150241,1668
150242,7433
150243,3176
150244,299
150245,2137
150246,1929
150247,2667
150248,1082
150249,3170
150250,841
150251,917
150252,16940
150253,1639
150254,4362
150255,9909
150256,314
150257,6794
150258,8718
150259,1905
150260,9540
150261,2150
150262,628
150263,4471
150264,872
150265,1618
150266,502
150267,5588
150268,1394
150269,11111
150270,992
150271,4049
150272,27516
150273,24845
150274,680
150275,82
150276,2151
150277,11762
150278,37213
150279,7560
150280,3469
150281,952
150282,703
150283,23292
150284,4012
150285,7511
150286,17575
150287,795
150288,1706
150289,371
150290,5063
150291,21421
150292,9019
150293,3027
150294,13501
150295,1013
150296,9807
150297,397
150298,3093
150299,200
150300,3755
150301,29318
150302,723
150303,3671
150304,950
150305,2366
150306,4433
150307,12808
150308,1310
150309,1503
150310,905
150311,13359
150312,8320
150313,6918
150314,478
150315,2067
150316,18376
150317,17015
150318,4142
150319,17322
150320,3717
150321,2653
150322,4141
150323,9448
150324,976
150325,1319
150326,477
150327,385
150328,2246
150329,7717
150330,8999
150331,207
150332,48728
150333,2743
150334,196
150335,9621
150336,791
150337,3410
150338,12376
150339,3119
150340,11797
150341,5890
150342,2298
150343,2624
150344,3176
150345,14713
150346,3518
150347,7538
150348,2645
150349,1147
150350,1830
150351,19011
150352,12370
150353,783
150354,2249
150355,13396
150356,1824
150357,805
150358,13580
150359,5159
150360,3808
150361,1595
150362,2030
150363,21107
150364,877
150365,11742
150366,6110
150367,27056
150368,1902
150369,1326
150370,754
150371,11116
150372,1824
150373,4554
150374,3533
150375,2394
150376,813
150377,6496
150378,10969
150379,2935
150380,4353
150381,5622
150382,12853
150383,3202
150384,3471
150385,1459
150386,4958
150387,6668
150388,5399
150389,563
150390,103
150391,1133
150392,1310
150393,2061
150394,1667
150395,2198
150396,2230
150397,6723
150398,18658
150399,696
150400,8362
150401,7006
150402,1129
150403,851
150404,7037
150405,6455
150406,4681
150407,2034
150408,9407
150409,17023
150410,10469
150411,4318
150412,2521
150413,4680
150414,13279
150415,10746
150416,16073
150417,1647
150418,2099
150419,997
150420,8929
150421,4814
150422,18996
150423,784
150424,7653
150425,2964
150426,7587
150427,477
150428,13590
150429,5767
150430,2524
150431,1602
