SaleID,price
150000,3
150001,1
150002,2
150003,2
150004,1
150005,2
150006,2
150007,2
150008,2
150009,2
150010,2
150011,2
150012,2
150013,2
150014,2
150015,1
150016,1
150017,2
150018,2
150019,2
150020,2
150021,2
150022,2
150023,2
150024,2
150025,2
150026,2
150027,2
150028,3
150029,2
150030,2
150031,1
150032,2
150033,2
150034,2
150035,2
150036,2
150037,2
150038,3
150039,2
150040,2
150041,2
150042,2
150043,3
150044,2
150045,2
150046,2
150047,3
150048,2
150049,3
150050,2
150051,2
150052,2
150053,1
150054,2
150055,2
150056,2
150057,2
150058,2
150059,2
150060,2
150061,2
150062,2
150063,2
150064,2
150065,2
150066,2
150067,2
150068,2
150069,2
150070,2
150071,1
150072,2
150073,3
150074,1
150075,2
150076,2
150077,2
150078,2
150079,2
150080,2
150081,2
150082,2
150083,1
150084,2
150085,2
150086,3
150087,1
150088,2
150089,2
150090,1
150091,2
150092,2
150093,1
150094,2
150095,1
150096,2
150097,2
150098,1
150099,1
150100,1
150101,2
150102,2
150103,2
150104,2
150105,2
150106,2
150107,1
150108,2
150109,2
150110,2
150111,2
150112,2
150113,2
150114,2
150115,2
150116,2
150117,2
150118,2
150119,2
150120,2
150121,2
150122,2
150123,1
150124,2
150125,2
150126,2
150127,2
150128,3
150129,2
150130,2
150131,1
150132,2
150133,2
150134,2
150135,2
150136,2
150137,2
150138,2
150139,2
150140,2
150141,2
150142,2
150143,2
150144,2
150145,2
150146,2
150147,2
150148,2
150149,1
150150,2
150151,2
150152,1
150153,2
150154,3
150155,2
150156,1
150157,2
150158,2
150159,2
150160,3
150161,2
150162,1
150163,1
150164,2
150165,2
150166,2
150167,2
150168,2
150169,2
150170,2
150171,2
150172,2
150173,2
150174,2
150175,1
150176,3
150177,1
150178,2
150179,2
150180,2
150181,2
150182,2
150183,2
150184,1
150185,2
150186,2
150187,2
150188,2
150189,2
150190,2
150191,1
150192,2
150193,2
150194,2
150195,1
150196,2
150197,2
150198,2
150199,2
150200,2
150201,2
150202,2
150203,1
150204,2
150205,2
150206,2
150207,2
150208,2
150209,2
150210,2
150211,2
150212,2
150213,2
150214,2
150215,1
150216,3
150217,2
150218,2
150219,2
150220,2
150221,2
150222,2
150223,2
150224,1
150225,1
150226,2
150227,1
150228,2
150229,1
150230,2
150231,1
150232,2
150233,2
150234,1
150235,2
150236,1
150237,2
150238,1
150239,2
150240,2
150241,2
150242,2
150243,2
150244,1
150245,2
150246,2
150247,2
150248,2
150249,2
150250,1
150251,2
150252,2
150253,2
150254,2
150255,2
150256,1
150257,2
150258,2
150259,2
150260,2
150261,2
150262,1
150263,2
150264,2
150265,2
150266,1
150267,2
150268,2
150269,2
150270,2
150271,2
150272,3
150273,3
150274,1
150275,1
150276,2
150277,2
150278,2
150279,2
150280,2
150281,2
150282,1
150283,3
150284,2
150285,2
150286,2
150287,1
150288,2
150289,1
150290,2
150291,3
150292,2
150293,2
150294,2
150295,2
150296,2
150297,1
150298,2
150299,1
150300,2
150301,3
150302,1
150303,2
150304,2
150305,2
150306,2
150307,2
150308,2
150309,2
150310,2
150311,2
150312,2
150313,2
150314,1
150315,2
150316,2
150317,2
150318,2
150319,3
150320,2
150321,2
150322,2
150323,2
150324,2
150325,2
150326,1
150327,1
150328,2
150329,2
150330,2
150331,1
150332,3
150333,2
150334,1
150335,2
150336,2
150337,2
150338,2
150339,2
150340,2
150341,2
150342,2
150343,2
150344,2
150345,2
150346,2
150347,2
150348,2
150349,2
150350,2
150351,3
150352,2
150353,2
150354,2
150355,2
150356,2
150357,2
150358,2
150359,2
150360,2
150361,2
150362,2
150363,3
150364,2
150365,2
150366,2
150367,3
150368,2
150369,2
150370,2
150371,2
150372,2
150373,2
150374,2
150375,2
150376,1
150377,2
150378,2
150379,2
150380,2
150381,2
150382,2
150383,2
150384,2
150385,2
150386,2
150387,2
150388,2
150389,1
150390,1
150391,2
150392,2
150393,2
150394,2
150395,2
150396,2
150397,2
150398,2
150399,1
150400,2
150401,2
150402,2
150403,2
150404,2
150405,2
150406,2
150407,2
150408,2
150409,2
150410,2
150411,2
150412,2
150413,2
150414,2
150415,2
150416,2
150417,2
150418,2
150419,2
150420,2
150421,2
150422,2
150423,1
150424,2
150425,2
150426,2
150427,1
150428,2
150429,2
150430,2
150431,2
150432,1
150433,2
150434,2
150435,3
150436,1
150437,1
150438,2
150439,2
150440,2
150441,1
150442,2
150443,2
150444,2
150445,2
150446,2
150447,1
150448,2
150449,3
150450,2
150451,2
150452,2
150453,2
150454,2
150455,2
150456,2
150457,2
150458,2
150459,2
150460,2
150461,2
150462,2
150463,2
150464,2
150465,2
150466,2
150467,2
150468,2
150469,2
150470,2
150471,2
150472,2
150473,2
150474,2
150475,1
150476,2
150477,2
150478,1
150479,2
150480,2
150481,2
150482,2
150483,2
150484,2
150485,2
150486,2
150487,2
150488,2
150489,2
150490,2
150491,2
150492,2
150493,2
150494,2
150495,2
150496,2
150497,2
150498,3
150499,2
150500,2
150501,2
150502,2
150503,2
150504,2
150505,2
150506,2
150507,2
150508,2
150509,2
150510,2
150511,2
150512,2
150513,2
150514,1
150515,2
150516,2
150517,1
150518,2
150519,2
150520,2
150521,2
150522,2
150523,3
150524,2
150525,2
150526,1
150527,2
150528,2
150529,2
150530,2
150531,2
150532,2
150533,2
150534,2
150535,2
150536,2
150537,1
150538,2
150539,2
150540,2
150541,2
150542,2
150543,2
150544,2
150545,1
150546,2
150547,2
150548,2
150549,2
150550,2
150551,3
150552,2
150553,2
150554,2
150555,2
150556,2
150557,2
150558,2
150559,2
150560,2
150561,2
150562,2
150563,2
150564,2
150565,2
150566,2
150567,2
